mAebp2	Asmt	Palb2	Dctn5	Vamp4	Rpl22	Exoc2	Snrpb2	Pomt1	Vps13d	Tmbim4	Cox19	Psmd3	Mettl25	Ccdc59	Sugp2	Armc6	Gne	Snx18	Ptcd1	Cpsf4	Psma1	Pdcd5	Txnl4a	Gins3	Ubr4	Rbm48	Pex1	Tex2	Ambra1	Tmem167b	Snrpa1	Mlst8	Brd3os	Taok3	Ercc2	Ino80	Taf3	Rbsn	Dctn6	Rab35	Pet117	Kat14	Heatr5a	Xpo5	Polh	Kdm8	Sprtn	Exoc8	Nup50	Cstf1
mJun	Kbtbd7	Jund	Ticam1	Jun	Spag9	Creb5	Dusp8	Cic	Tmcc3	Cdk4	Stk40	Fam53c	Slc17a8	Cln3	Apobr	Fblim1	Dhrs9	Ankrd40	H1f8	Rmc1	Lmna	Elmsan1	Cdt1	Hgf	Anxa7	Nudt18	Colgalt1	Serf2	Usp36	Ddit3	Slc39a13	Tmx4	Nme1	Ppp1r11	Sipa1l1	Rela	Isy1	Slc35a4	Apbb3	Wdfy2	Jmjd1c	Clcn3	Dusp16	C3ar1	P2ry6	Srxn1	Ralgds	Btg2	Zbtb22	Fcrlb
mKdm5a	Vps50	Atg14	Med6	Rbm48	Pex1	Sumf1	Gpatch3	Zc3hc1	Nagpa	Cpsf1	Ndufa9	Gatb	Tctn2	Znhit3	Rpp30	Trmt44	Spns1	Ing4	Snrpc	Cdkal1	Smg8	Rbsn	Ciao3	Pcid2	Cul4a	Tmem199	Poldip2	Mrpl1	Smpd4	Vps11	Snrnp200	1810024B03Rik	Rpl9	Lias	Ttc27	Nup133	Slc25a26	Ndufaf1	Mrpl21	Ighmbp2	Lonp1	Catsperd	Chchd2	Fancd2	Emc3	Psmb7	Mrpl35	Metap1d	Ndufaf7	Cebpz
mKdm6b	Chaf1b	Fzr1	Blvrb	Slc38a10	Cyp46a1	Zfpm1	Map2k4	Tmx4	Eloa	Ctnnbip1	Zdhhc20	Prpsap2	Nabp1	Tnfaip8	Tpst2	Abhd17a	Cdc34	Yars	S100pbp	Ccdc9	Pip5k1c	Ap3d1	Slc8b1	Rita1	Ddx54	Xylt2	Zbtb37	Prex1	Mtch1	Nphp3	Inpp5f	P3h1	AU022252	Gcdh	Micall2	Trappc9	Dnpep	Ncapg	Xpc	Lsm3	Fnbp1	Slc19a2	Cyth1	Pex10	Aph1c	Asb1	Ntmt1	Cry2	Tpmt	Kdm1b
mKmt2a	Srsf7	Taf4	Tm2d1	Asmt	Slc9a1	Dnajb9	Fam53c	Alg1	Spg11	Taf13	Gtf2b	Csrnp2	Arl15	Utp14b	Acsl3	H2-T10	Arrdc2	Polr2a	Tfrc	Cabyr	Gadd45a	Tnrc6c	Smc3	H2-T9	H2-T22	Gm6034	Gtf2f1	Plek	Mad2l1bp	Aplp2	Fus	Tmem87b	Stmn1	Oasl1	Errfi1	Calm1	Arl6ip1	Prdx1	Jpt1	Taf6	Cnpy4	Wsb1	Aqr	Fasn	Vegfa	Mylip	Tmem175	Gak	Cd69	Rsrc2
mMbd2	Oasl1	Asmt	Npas4	Tmem115	Pgk1	Ddx23	Rps29	Glra1	Fyco1	Phb	Vcpip1	Usp5	Cdca3	Dync1i2	Prcc	Hsph1	Ap2m1	Phf12	9430015G10Rik	Zcchc8	Calcoco1	Gprin1	Mmachc	Ccdc163	Dmac1	Snapc3	Kif13b	Gspt1	Pafah2	Zscan22	Sharpin	Maf1	Gid4	Haus6	Snx27	Naa38	Kif2c	Cyb5d1	Smarcal1	Nprl2	Cyb561d2	Nop14	Grk4	Scrt1	Gpr108	Chmp4b	Ints9	Hmbox1	Ifrd2	Nedd8
mMyc	Pemt	Psme3	Ncl	Ppp1r15b	Wdr4	Uspl1	Mettl1	Eef1akmt3	Eef1e1	Adh5	Ubfd1	Ears2	Gar1	Riok2	Tbrg4	Trmt10a	Mttp	Rpl5	G6pc3	Thg1l	Supv3l1	Nolc1	Gm3448	Gm3417	Anapc10	Abce1	Ttc25	Rpp38	Mtg1	Nop58	Tcte3	Cdk7	Larp1	Pla2g6	Cand1	9030025P20Rik	Fam185a	Ccdc146	Gm3435	Pms2	Aimp2	Mybbp1a	Polr1b	Gtf3c6	Tars	Gtf2ird2	Xpot	Aldh18a1	Sdf4	B3galt6
mNap1l1	Oasl1	Asmt	Pgk1	Sspn	Rps29	Dux	Tmem229a	Nol9	Txndc8	Ttc41	Clcn4	Flacc1	4930453H23Rik	Nos2	Tlk2	Mfap2	Oas1e	Zfyve9	Vstm2a	Olfr1256	Fam216b	Tas2r134	Ryr3	Polr3gl	Olfr768	Ndnf	H3c2	Arhgap9	Prp2	Edc3	H3c6	Slc22a8	Olfr810	Cyp2j8	Cog8	Cmklr1	Ifi44l	Paip1	Stard10	H3c11	Tmem267	Ankrd66	Ltb4r1	Spop	Spice1	Cdh7	Angptl8	Tpsb2	H3c7	Rmi2
mPbrm1	Cables2	Bod1	Supt7l	Slc4a1ap	Zfp668	Zfp646	Dnajc24	Eif1ad	Banf1	Anapc15	Nudt5	Cdc123	Dmap1	Nudcd3	Mterf1a	Nol8	Cenpp	Snrpb	Ints8	Alkbh3	Tnpo3	Psma2	Mrpl32	Mrpl44	Mfn1	Mon1b	Mterf1b	Stpg2	Exoc3	Dis3l	Serp1	Eif2a	Myl4	Cdc27	Fbxo3	4931422A03Rik	Fnbp4	Rps17	Ociad1	Endov	Sertad2	Nsun3	Nudt15	Psma3	Hexim2	Psmd3	Zfp638	Wdr46	Tyw5	Pfdn6
mPcgf5	Pgk1	Sspn	Psmb3	Krt8	Olfr270	Krt18	Rab11a	H4f16	Dapk3	Ctnna3	H3c15	H3c14	H2ac19	H2ac18	Oasl1	H1f4	Msx2	Prmt5	Clcn4
mPml	Asmt	Oasl1	Rps29	Sfi1	Dux
mPrdm1	Rbck1	Taf7	Fus	Vav2	Hnrnpa3	Itpka	Trib3	Prcc	Elk4	Dennd4b	Lrif1	Them6	Zc3h11a	Zbed6	Snrpd3	Gucd1	Casp8ap2	Dennd2d	Csf1	H2bc6	Chd1	Zbtb18	Atxn7l3	Bcl7b	P4hb	Spib	Ppm1l	Stat6	Nudt19	Psmb10	Ctbp1	Tmem140	Prrc2c	Fubp3	Trim26	Prrg2	Nosip	Seh1l	Abca3	Abca17	Kif17	Ino80	Rpl29	Wfdc21	Kcnn4	Fbxw5	C8g	Scamp2	Cnpy3	Olfr1361
mRela	Tnfaip3	Birc3	Nfkbiz	Nfkbia	Acaa1a	Jak2	Nfkb2	Abca1	Fas	9130401M01Rik	Nfkb1	Nab1	Nadk	Myd88	C1s1	Map3k8	Relb	Ifnar1	Cxcl10	Camp	Ccnl1	Tapbp	Camkk2	Orai2	Pgghg	Phlda1	Sdc4	Gpr84	H2-Q8	H2-Q6	H2-L	H2-D1	Lrmda	Ralgds	Rel	Stx11	C1s2	Rras	Tnip3	H2-K1	Rabgap1	Zbtb26	Birc5	Rnf14	Neurl3	Mapk6	Irf1	Wrap53	Trp53	Tgm2
mRunx1	AI467606	Msh6	Fam53a	Isca1	Erich1	Copg1	Brpf1	Ccdc114	Cenpw	Zfp13	Sde2	Cenpu	Rwdd1	Polg	Orc5	Rpl22	Rbx1	Rapgef6	Wdr5	Otud6b	Usp36	Nfe2	Mrpl45	Setx	Mtmr4	Dynlt1b	Csnk1g2	Pikfyve	Idh1	Nop2	Pcx	Stk32c	Lrrc27	Runx3	Arl6ip1	AW549877	Scrib	Get4	Ankrd24	Stard9	Hinfp	Prkag1	Aspscr1	Ube2f	Dhrs11	Cdc34	Prdm4	E4f1	Usp12	M6pr
mSmarca4	Slc39a13	Coq10b	Sfr1	Tpt1	Kbtbd2	Asmt	Kmt2a	Ubtd2	Hmgn1	Prkra	Lsp1	Siah2	Runx1	Lmbr1l	Ei24	Man2b2	Chst12	Kiz	Adk	Unc5b	Lss	Sp2	Pgrmc2	Oasl1	Erlin2	Nupl1	Trim59	Klf2	Zbtb25	Zbtb1	Xpo6	Kif23	Zdhhc1	Sri	Lats2	Hjurp	A730008H23Rik	H4c8	Tbpl1	Tbc1d4	Disp2	Abhd8	Slc25a42	Otud1	Herpud2	Fkbp5	Ugcg	Litaf	Shprh	Parp2
mSmarca5	Oasl1	Asmt	Vps36	Nipsnap2	Rapgef1	Arf1	Kdm3b	Irak2	Vps13d	Ermp1	Haspin	Rab12	Exosc8	Alg5	Tmbim4	Dusp12	Gm13290	Gm13289	Gm13285	Fra10ac1	Lrrc59	Gm13288	Trp53rkb	Tatdn3	Nsl1	Afap1l2	Man2b2	E130311K13Rik	Mrpl39	Ctdsp1	Tmem242	Cox19	Ncbp3	Dhrs13	Gtf3c3	Smarcd1	Sh3glb1	Scaf8	Fbxo7	Psmd3	Dpy19l4	Bptf	Dtd1	Sec13	Tmem168	Vps28	Parl	Snrpb2	Kdm1a	Ankrd46
mSmc1a	Ccdc110	Gins4	Slc36a1	Nsfl1c	Tmem270	Pde2a	Pafah2	Cnnm2	Irak2	Ahcyl1	Dhx8	Snx18	Vps18	Ciao3	Piezo1	Iscu	Gnpda1	Faap20	Atp5g2	Comtd1	Mterf1a	Scnn1g	Sp2	Pxn	Vav2	Mgat5b	Mycl	Haspin	Cdkn2aipnl	Chd9	Ccdc83	Hook2	Snai1	Lsm4	Diaph1	Traf5	Rapgef1	Trappc3	Top1mt	Lgi4	Nr6a1	Nog	Selenom	Gbp3	Ndufa6	Islr2	Ccdc88c	Tctn3	Entpd1	Nudt15
mSmyd2	Nicn1	Amt	Tcstv3	Scn8a
mSp110	Oasl1
mSpen	Asmt	Oasl1	Sspn	4931408C20Rik	Clcn4	Tmem267	Sfi1	Fmo4	Dux	Gm4312	Gm4301	Mfap2	Plekhg1	Commd1	Naf1	Gm13212	Gm2237	1600014C10Rik	H2al1k	2410141K09Rik	Fau	Gm4307	Gm4305	Gm4303	Ttc14	Gm4302	Zfp982	Rps29	Speer4f2	Ap1g1
mSpi1	Pira6	Kif3b	Pira7	Pira4	Pira11	Gm14548	Actr2	Zfp809	Lilra6	Slc39a13	Ptgr2	Dusp5	Arpp19	Wdr43	Capn10	Gm5165	Cd53	Slc43a2	E2f1	Cd300lf	Pirb	Nckap1l	Gcc2	Fgd2	Ywhag	Prr14l	Cyp4f18	Tnfaip3	Tnni2	Nup54	Pira2	Wdfy4	Zfp869	Pop7	H3c6	Tmem229b	Aplf	Tatdn1	Ndufb9	Tet3	Mtpn	Kifc1	Pacc1	Tfb2m	Cnst	Dapp1	Vrk1	Arsg	Hgh1	Slc16a6
mSsrp1	Gtf3c6	H4f16	Agbl5	Sspn	BC107364	H3c6	H4c3	Dapk3	H3c15	H3c14	H2ac19	H2ac18	H3c3	Zc3h10	Rpl41	H1f3	Dnajb14	Asmt	H4c8	Ppp1r10	H3c7	Snapc5	Alyref2	H2bc21	H2ac21	H2ac20	Gm3667	Ndufs7	Apc2	Tmem117	H4c1	H3c1	H4c4	Rps11	H4c17	Cd68	Cyb5r1	H4c14	H2bc18	Rps29	H2bc4	H2ac6	H4c11	H3c13	Dazap1	Sfi1	H1f5	Sp7	Polg2	Selenon
mStat1	Irf9	Stat3	Stat2	Irgm2	Rtp4	Irgm1	Bst2	Gm12250	Zbp1	Igtp	Gbp6	Tap1	Psmb9	Ifi27	Gbp7	Irf1	Pnp	Pnpt1	Stat1	Oasl2	Mrpl30	Mitd1	H2-T24	Ifi204	Ifi211	Ifit3b	Shisa5	Arid5a	Usp18	Csf1	Oas2	Tgtp2	Nfat5	Irf2	Ifit3	Batf2	Irf8	Parp10	Oas1c	Oas1b	Parp9	Dtx3l	Mndal	Ifi47	Trim34a	Xaf1	Sbno2	Gbp3	Serpina3g	Serpina3f
mStat2	Irf9	Rtp4	Stat2	Bst2	Oasl2	Ogfr	Ifi27	Trim30a	Oas1c	Oas1b	Tmem184b	Irgm1	Trim30d	Pnpt1	Mrpl30	Mitd1	Irgm2	Trim12c	Shisa5	Oas3	Oas2	Igtp	Trim34a	Xaf1	Adar	Ranbp2	Zbp1	Tgtp2	Gm12250	Tor3a	Dtx3l	Parp9	Oas1a	Sppl2a	Zc3hav1	Ifi35	Trim25	Cmpk2	Ifi47	Trim5	Gvin1	Gm4070	Gbp7	Slfn8	Parp11	Clec2d	Cmtr1	Pml	Trim12a	Ifi204
mSupt16	Asmt	Oasl1	H4f16	Sspn	Ndufs7	H3c15	H3c14	H2ac19	H2ac18	Agbl5	H1f4	H1f3	H4c3	H3f3b	H3c6	Rab8b	H2bc6	H2bc21	H2ac21	H2ac20	H4c11	Tas2r134	H2bc18	Poldip3	Mfap2	H4c14	Alyref2	Mpp7	H3c13	Mob4	Actb	Rdm1	Kat6a	Fyco1	H1f2	H4c18	9430015G10Rik	H2bc1	H2ac1	Rab11a	Nfat5	Atf4	H4c17	H3c7	Polr2a	Clcn4	Dazap1	H4c4	H4c1	H3c1
mTaf7l	4931406C07Rik	Asmt	Mlst8	Pet117	Kat14	Sspn	Dlat	Etfa	Napepld	Sucla2	Calm1	Ubr5	Dnajc19	Vwa8	Iba57	Canx	Nabp1	Ndufa5	Asb15	Ndufc2	Ap1g1	Rps19	Klf10	Pdgfra	Cycs	Fitm2	Acaa2	Oxsr1	Hic2	Acyp2	Slc9a1	Ech1	Mtor	Hsd17b4	Pex3	Adat2	Ilf2	Trit1	Pla2g12a	Rps29	Pnrc1	Lmbr1	Pigm	Nsfl1c	Dnaja2	Pex11g	Klf11	Aldh9a1	Ppp2r2a	Taf5
mTet2	Micu2	Stag3	Gpc2	Ptprs	Hdac2	Ciart	Hjurp	A730008H23Rik	Spop	Sspn	Neto2	Tada1	Oasl1	Rnf130	Aip	Pom121	Kdm3a	Usp10	Zfp280d	Zfp692	Padi4	Cetn3	Gpbp1	Smap1	Mga	Akap11	Txnip	Ddhd2	Celf1	Nsun3	Gtf2ird2	Mllt1	Atp1a3	Inafm2	Klhl22	Uqcc2	Rab8a	Snx15	Eif5a2	Pcmtd2	Asmt	Cnot8	Usp16	Anapc11	Alyref	Clptm1l	Ski	Ttc32	Abca1	Cyb5b
mTop2a	Sspn	Oasl1	Asmt	Tti1	Rprd1b	Usp37	Cnot9
mUsp16	Asmt	Oasl1	Dynll1	Bbs2	Ccdc107	Fyco1	Commd1	Mrpl44	Sspn	Med16	Drg2	Cdk12	Sfi1	Banp	Med6	Commd8	Dffb	Cep104	Proser1	Nhlrc3	Denr	Qrich1	Lipe	Parp2	Psmb2	Plekhg1	Usp31	Dcp1a	Mettl14	Ptcd2	Mrps27	Rptor	Pgk1	Cenpu	Atf6	Ap1g1	Snx17	Eif2b4	Rbm39	Rpl22	Ube2j2	Zfp668	Eif4a3	Gpx8	Mrpl19	Mrpl21	Ighmbp2	Riok1	Cage1	Eapp
mYeats4	Sspn	Asmt	Clcn4	Sfi1	Tlk2	H2ac10	Ppp2r5a	Gm10406	Oasl1	Rps29	Gm3636	Gm3500	Smarca5	Npas4	Dux	Rrs1	Iqsec3	Scrt1	H3c6	Gm10499	St6galnac1	Gm13212	Ap1g1	Gm3752	Hmgxb4	Cdv3	Unc80	Eya1	Micu3	Znrf1	Pcmtd1	Glra1	Khdc4	Plekhg1	Peli1	Fbxo22	Uhmk1	H60b	Gm2237	Xkr7	Opn3	Zfp180	Mob4	Adam23	Zdhhc2	Rnf6	Gm21119	Fbxw4	Dlc1	4930467E23Rik
mYy1	Usp31	Slmap	Prkcsh	Ccdc151	Cdk5rap2	Exosc2	Ccdc124	Spink10	Fbxo38	Lemd2	Psmb5	Kat7	Tomm40l	Apoa2	Txndc15	Zfp672	Sh3bp5l	Creld2	Alg12	Farsa	Cradd	Tor1a	Cpeb4	Hacd2	Oxsr1	Slx4ip	Mkks	Knstrn	Ndufb5	Mrpl47	Prpsap1	Szrd1	Zzef1	Cyb5d2	Rcc1l	Oxa1l	Uqcrh	Lrrc41	Rrm1	Aars2	Prepl	Camkmt	Dars2	Deptor	Ech1	Caml	Psmd7	Vps35l	N4bp1	Rpa2
